Dates;RH1;RH2;RH3;T;Label
02/08/2019 22:10;42.8;52.032;52.6;18.5;54.55
02/08/2019 22:20;42.4;52.74;54.7;18.55;53.84
02/08/2019 22:30;42.4;51.597;55.3;18.23;54.72
02/08/2019 22:40;43.5;50.79;56.1;18.08;55.27
02/08/2019 22:50;45.4;51.643;55.2;18.4;54.09
02/08/2019 23:00;47.5;53.834;54.3;18.06;55.0
02/08/2019 23:10;49.5;55.285;54.4;17.57;56.65
02/08/2019 23:20;50.9;56.866;54.3;17.27;57.48
02/08/2019 23:30;51.5;57.467;54.6;16.97;58.45
02/08/2019 23:40;52.1;58.258;56.0;16.7;59.12
02/08/2019 23:50;53.3;58.604;57.4;16.34;60.51
03/08/2019 00:00;55.6;60.043;58.3;16.39;60.28
03/08/2019 00:10;56.7;59.814;58.7;16.17;60.94
03/08/2019 00:20;57.3;61.332;59.0;16.05;61.48
03/08/2019 00:30;58.0;62.597;59.7;15.94;61.86
03/08/2019 00:40;57.8889;63.458;60.6;15.5;63.36
03/08/2019 00:50;58.5556;63.419;62.6;15.69;62.69
03/08/2019 01:00;59.6667;63.495;64.0;15.56;63.23
03/08/2019 01:10;60.6667;63.18;64.2;15.35;64.06
03/08/2019 01:20;62.0;62.561;64.1;15.23;64.75
03/08/2019 01:30;62.2;63.617;64.5;15.37;64.4
03/08/2019 01:40;63.3;65.592;65.9;15.32;64.47
03/08/2019 01:50;63.4;66.078;67.6;15.16;65.09
03/08/2019 02:00;64.5;66.368;68.3;14.87;66.13
03/08/2019 02:10;65.0;67.476;69.0;14.89;66.12
03/08/2019 02:20;66.7;68.38;70.1;14.46;67.36
03/08/2019 02:30;66.9;68.7344;71.0;14.0;69.21
03/08/2019 02:40;68.1;68.7;71.5;13.47;71.05
03/08/2019 02:50;68.7;71.021;71.8;13.35;72.23
03/08/2019 03:00;69.8;71.492;72.5;13.52;71.05
03/08/2019 03:10;70.0;71.463;72.7;13.26;71.62
03/08/2019 03:20;70.3;72.583;73.7;13.13;72.03
03/08/2019 03:30;71.8;72.837;74.2;12.91;73.38
03/08/2019 03:40;72.5;74.2689;74.4;12.63;74.12
03/08/2019 03:50;73.2;74.9689;75.3;12.35;75.32
03/08/2019 04:00;74.4;75.6244;75.8;12.33;75.24
03/08/2019 04:10;75.3;74.8667;76.2;12.12;76.02
03/08/2019 04:20;75.3;76.47;77.0;11.97;76.59
03/08/2019 04:30;75.9;77.422;77.0;11.82;77.52
03/08/2019 04:40;75.5;77.839;77.6;11.8;77.53
03/08/2019 04:50;76.9;78.044;79.0;11.52;78.77
03/08/2019 05:00;77.3;80.086;79.9;11.7;78.6
03/08/2019 05:10;77.0;79.694;80.3;11.8;78.07
03/08/2019 05:20;76.8;80.137;81.0;11.88;78.04
03/08/2019 05:30;76.2;79.319;81.6;12.12;77.51
03/08/2019 05:40;72.4;80.643;82.0;13.5;72.62
03/08/2019 05:50;70.9;80.945;82.0;15.61;65.44
03/08/2019 06:00;69.6;78.914;82.1111;16.56;61.91
03/08/2019 06:10;68.4;76.334;78.8889;16.57;63.24
03/08/2019 06:20;67.1;73.938;72.2;17.45;60.61
03/08/2019 06:30;64.3;72.091;66.5;19.0;55.99
03/08/2019 06:40;60.9;68.951;64.8;19.49;55.2
03/08/2019 06:50;60.0;64.263;65.8;20.04;54.11
03/08/2019 07:00;58.7;61.683;64.0;20.97;51.97
03/08/2019 07:10;56.3;58.502;60.0;21.41;50.57
03/08/2019 07:20;54.1;55.459;57.8889;21.8;48.6
03/08/2019 07:30;53.2;50.083;55.5;22.86;44.1
03/08/2019 07:40;51.4;46.163;53.0;23.13;43.61
03/08/2019 07:50;50.4;43.97;50.7;24.52;40.3
03/08/2019 08:00;48.0;40.726;48.5;24.56;40.02
03/08/2019 08:10;44.7;38.147;46.6;24.67;40.24
03/08/2019 08:20;41.4;36.186;45.6;25.25;39.16
03/08/2019 08:30;40.3;35.847;43.2;26.23;37.21
03/08/2019 08:40;40.1111;34.171;40.5;26.27;34.06
03/08/2019 08:50;38.3333;32.469;39.5;26.47;33.36
03/08/2019 09:00;36.5;31.063;38.0;27.29;29.66
03/08/2019 09:10;33.9;29.654;33.6;27.72;29.09
03/08/2019 09:20;33.0;28.3867;31.0;28.0;30.02
03/08/2019 09:30;31.4;28.2257;31.4;27.8;29.33
03/08/2019 09:40;31.8;27.1867;30.3;28.45;28.29
03/08/2019 09:50;31.4;26.1056;28.4;28.83;27.39
03/08/2019 10:00;30.7;25.71;28.7;28.64;27.55
03/08/2019 10:10;31.0;25.188;28.5;29.33;26.44
03/08/2019 10:20;30.4;24.476;27.8;29.17;25.69
03/08/2019 10:30;28.7;23.896;28.6;30.25;24.82
03/08/2019 10:40;28.8;23.656;28.2;29.73;24.88
03/08/2019 10:50;27.8;22.068;27.9;29.76;25.82
03/08/2019 11:00;27.0;22.258;27.3;30.16;25.17
03/08/2019 11:10;26.9;23.066;26.0;30.34;24.68
03/08/2019 11:20;26.4;22.628;27.4;30.45;24.67
03/08/2019 11:30;26.9;21.919;26.0;31.08;24.08
03/08/2019 11:40;26.5;21.173;25.4;30.99;23.74
03/08/2019 11:50;26.0;20.699;24.7;31.35;22.81
03/08/2019 12:00;26.5;21.401;24.0;30.9;23.47
03/08/2019 12:10;26.3;21.106;24.6;31.32;23.17
03/08/2019 12:20;25.0;20.685;24.1;31.82;23.48
03/08/2019 12:30;25.1;19.511;25.8;31.78;23.86
03/08/2019 12:40;24.8;19.515;25.0;32.33;23.57
03/08/2019 12:50;25.2;20.817;24.8;32.23;22.92
03/08/2019 13:00;24.7;19.945;23.3;32.69;22.61
03/08/2019 13:10;24.7;19.393;23.9;32.3;23.04
03/08/2019 13:20;24.3;20.152;23.7;32.59;23.06
03/08/2019 13:30;24.0;19.952;24.8;33.32;21.76
03/08/2019 13:40;24.0;19.783;23.0;33.21;21.68
03/08/2019 13:50;23.8;20.535;23.9;32.96;21.98
03/08/2019 14:00;24.7;20.182;24.0;32.7;22.91
03/08/2019 14:10;25.0;20.372;24.8;32.81;23.54
03/08/2019 14:20;25.0;20.717;24.7;32.47;23.95
03/08/2019 14:30;24.6;21.257;24.9;32.76;23.88
03/08/2019 14:40;25.1;21.81;26.0;32.37;23.77
03/08/2019 14:50;25.0;21.615;24.9;32.58;23.87
03/08/2019 15:00;24.9;21.251;25.0;32.63;24.02
03/08/2019 15:10;25.5;21.789;24.7;32.7;23.81
03/08/2019 15:20;25.9;21.7;25.4;33.02;23.82
03/08/2019 15:30;25.7;21.9475;25.4;32.93;24.13
03/08/2019 15:40;25.0;22.6256;25.4;32.94;23.59
03/08/2019 15:50;25.1;22.7178;25.2;33.2;23.01
03/08/2019 16:00;25.0;22.4789;25.3;32.68;23.95
03/08/2019 16:10;25.9;22.395;25.0;32.61;23.52
03/08/2019 16:20;25.4;22.4744;25.3;32.68;23.27
03/08/2019 16:30;25.3;22.499;25.1111;32.46;23.44
03/08/2019 16:40;25.1;22.424;26.0;32.17;23.76
03/08/2019 16:50;25.9;22.259;26.4;32.14;23.59
03/08/2019 17:00;26.0;22.6478;27.0;31.96;24.01
03/08/2019 17:10;25.9;22.83;26.8;31.93;23.46
03/08/2019 17:20;24.1;22.8343;25.8;31.68;22.42
03/08/2019 17:30;24.4;22.153;25.8;31.57;22.96
03/08/2019 17:40;24.7;22.173;26.8;31.46;22.85
03/08/2019 17:50;23.5;21.48;23.5;31.22;19.98
03/08/2019 18:00;22.6;20.166;21.8;31.02;18.08
03/08/2019 18:10;22.1;17.492;21.5;30.79;17.48
03/08/2019 18:20;21.1;17.118;22.8;30.5;17.56
03/08/2019 18:30;20.4;16.312;24.9;30.24;16.38
03/08/2019 18:40;19.4;15.564;26.1;29.73;16.79
03/08/2019 18:50;19.1;15.803;26.4;28.73;18.28
03/08/2019 19:00;19.6;18.238;26.8;26.22;22.81
03/08/2019 19:10;21.3;20.89;27.5;24.78;24.95
03/08/2019 19:20;23.5;23.677;27.9;23.45;27.38
03/08/2019 19:30;24.7;26.876;31.0;22.84;28.42
03/08/2019 19:40;25.8;28.141;32.3;22.49;29.27
03/08/2019 19:50;26.2;28.132;33.4;21.87;31.05
03/08/2019 20:00;27.8;29.756;35.0;21.44;33.4
03/08/2019 20:10;29.4;30.936;35.3;21.41;34.25
03/08/2019 20:20;31.7;35.172;37.2;21.23;37.3
03/08/2019 20:30;34.3;38.16;38.4;20.64;41.17
03/08/2019 20:40;38.8;40.266;41.3;20.21;43.01
03/08/2019 20:50;39.5;42.348;43.0;20.48;43.35
03/08/2019 21:00;40.2;43.196;45.4;20.36;44.62
03/08/2019 21:10;41.2;43.59;47.0;19.99;45.91
03/08/2019 21:20;42.2;45.839;48.8;19.95;45.9
03/08/2019 21:30;44.7;47.853;49.8;19.54;47.64
03/08/2019 21:40;46.4;49.011;49.2;19.05;50.03
03/08/2019 21:50;47.6;50.138;49.0;18.69;50.96
03/08/2019 22:00;47.8;52.577;50.9;18.02;53.34
03/08/2019 22:10;48.0;53.751;50.5;18.25;53.12
03/08/2019 22:20;48.2;54.7556;50.2;18.01;54.72
03/08/2019 22:30;49.0;56.1311;50.0;17.41;56.01
03/08/2019 22:40;51.4;57.6289;51.8;17.2;57.06
03/08/2019 22:50;52.2;57.4125;54.5;16.96;58.48
03/08/2019 23:00;52.7;59.1475;56.1;16.93;59.06
03/08/2019 23:10;53.1;60.2889;58.0;16.85;59.76
03/08/2019 23:20;56.4;63.0078;59.4;16.69;60.69
03/08/2019 23:30;57.2;63.4663;60.1;16.53;61.3
03/08/2019 23:40;58.2;64.5425;61.0;16.07;62.92
03/08/2019 23:50;58.0;64.6075;61.8;15.86;64.02
04/08/2019 00:00;58.8;66.07;62.7;15.61;64.61
04/08/2019 00:10;60.4;67.029;63.3;15.2;65.97
04/08/2019 00:20;61.6;68.25;64.7;14.97;67.07
04/08/2019 00:30;62.6;68.142;66.0;14.92;67.61
04/08/2019 00:40;63.4;69.333;66.5;14.84;67.82
04/08/2019 00:50;65.0;71.277;67.8;14.57;68.9
04/08/2019 01:00;65.3;71.318;69.0;14.18;70.36
04/08/2019 01:10;66.3;70.575;70.6;13.89;71.45
04/08/2019 01:20;67.3;71.333;71.9;13.8;72.23
04/08/2019 01:30;69.0;71.968;72.1;13.61;73.04
04/08/2019 01:40;70.2;73.285;72.8;13.23;74.08
04/08/2019 01:50;71.0;73.453;73.7;13.1;74.34
04/08/2019 02:00;71.0;73.868;74.9;12.99;75.33
04/08/2019 02:10;73.3;74.903;75.1;12.89;75.66
04/08/2019 02:20;72.9;76.022;76.0;12.86;76.15
04/08/2019 02:30;73.2;77.46;76.5;12.76;76.44
04/08/2019 02:40;72.8;76.565;77.5;12.61;77.31
04/08/2019 02:50;72.5;77.236;77.7;12.44;77.32
04/08/2019 03:00;73.2;79.052;78.6667;12.32;78.21
04/08/2019 03:10;74.5;78.71;79.5556;12.14;78.71
04/08/2019 03:20;73.6;77.061;80.0;12.01;79.15
04/08/2019 03:30;73.3;78.464;80.0;11.92;79.73
04/08/2019 03:40;74.0;78.737;80.0;11.78;79.8
04/08/2019 03:50;74.7;80.376;79.5;11.55;80.1
04/08/2019 04:00;75.2;81.769;80.0;11.48;81.4
04/08/2019 04:10;75.6;81.058;80.125;11.51;81.2
04/08/2019 04:20;76.4;80.738;80.75;11.6;81.0
04/08/2019 04:30;76.8;81.585;80.375;11.47;81.1
04/08/2019 04:40;77.9;82.327;80.2;11.46;81.7
04/08/2019 04:50;78.1;83.263;81.0;11.5;81.5
04/08/2019 05:00;78.3;81.831;81.0;11.48;81.1
04/08/2019 05:10;78.1;82.167;81.0;11.55;81.0
04/08/2019 05:20;78.0;83.296;81.0;11.75;81.1
04/08/2019 05:30;78.7;82.7;81.6;12.11;79.56
04/08/2019 05:40;78.5;82.53;82.0;13.52;74.08
04/08/2019 05:50;76.9;82.634;82.0;14.53;70.33
04/08/2019 06:00;73.4;82.461;82.0;15.78;66.43
04/08/2019 06:10;70.9;81.859;80.1;16.72;62.63
04/08/2019 06:20;69.0;79.174;75.8;16.72;63.15
04/08/2019 06:30;67.6;74.618;71.4;17.2;62.07
04/08/2019 06:40;66.7;72.189;68.1;17.99;59.98
04/08/2019 06:50;65.0;69.37;65.0;18.48;58.4
04/08/2019 07:00;62.1;65.362;63.2;19.41;55.65
04/08/2019 07:10;58.9;63.053;61.4;20.94;50.96
04/08/2019 07:20;56.8;60.2722;60.0;21.03;50.35
04/08/2019 07:30;54.6;57.24;58.6;21.75;48.84
04/08/2019 07:40;53.2;53.544;55.8;22.29;47.37
04/08/2019 07:50;52.7;50.471;52.4;23.01;45.45
04/08/2019 08:00;50.8;47.847;50.0;23.34;45.68
04/08/2019 08:10;49.5;46.069;47.0;24.09;43.79
04/08/2019 08:20;47.5;43.747;46.7;24.27;43.72
04/08/2019 08:30;45.7;41.99;45.3;24.74;42.66
04/08/2019 08:40;44.0;39.705;44.7;25.21;41.06
04/08/2019 08:50;41.9;37.746;44.1;25.95;39.39
04/08/2019 09:00;40.0;32.698;43.8;26.45;37.13
04/08/2019 09:10;38.5;28.448;41.3;26.89;37.67
04/08/2019 09:20;35.75;26.825;39.6;28.11;33.3
04/08/2019 09:30;32.625;27.341;38.4;29.01;26.41
04/08/2019 09:40;30.8889;27.034;31.9;28.86;27.29
04/08/2019 09:50;28.6667;25.784;30.1;29.12;26.0
04/08/2019 10:00;28.875;24.775;30.4;29.74;25.66
04/08/2019 10:10;28.0;24.019;30.3333;30.54;24.94
04/08/2019 10:20;27.25;22.774;30.1111;30.99;24.5
04/08/2019 10:30;26.6;22.295;27.9;31.2;23.37
04/08/2019 10:40;25.5;21.798;25.9;31.89;22.44
04/08/2019 10:50;24.3333;20.75;26.2222;32.25;21.27
04/08/2019 11:00;23.75;18.74;24.8889;31.93;21.92
04/08/2019 11:10;23.0;19.042;23.2;32.4;20.73
04/08/2019 11:20;22.8;19.047;21.3;32.97;20.61
04/08/2019 11:30;22.1;18.868;21.6;32.52;20.14
04/08/2019 11:40;21.5;16.964;21.4444;32.36;18.57
04/08/2019 11:50;21.0;17.132;19.875;33.15;17.83
04/08/2019 12:00;20.1;15.498;19.5556;33.21;18.73
04/08/2019 12:10;19.5;13.9;19.8;33.41;18.11
04/08/2019 12:20;19.7;13.91;18.7;33.72;16.65
04/08/2019 12:30;19.0;13.336;17.6;33.53;15.65
04/08/2019 12:40;17.6;13.579;16.8;33.79;15.07
04/08/2019 12:50;17.125;13.163;16.0;33.81;14.43
04/08/2019 13:00;17.0;12.27;16.6;34.1;14.2
04/08/2019 13:10;15.3333;11.956;15.5;33.84;13.93
04/08/2019 13:20;15.4444;12.12;15.4;34.36;13.63
04/08/2019 13:30;14.75;11.686;14.3;34.5;12.94
04/08/2019 13:40;14.375;11.736;14.4;34.29;12.28
04/08/2019 13:50;15.0;11.567;14.8;34.87;12.75
04/08/2019 14:00;14.6667;11.283;15.0;34.74;12.4
04/08/2019 14:10;15.0;10.918;14.8;35.48;12.09
04/08/2019 14:20;14.2;10.796;14.7;34.94;12.43
04/08/2019 14:30;14.2;10.816;14.2;34.17;12.5
04/08/2019 14:50;14.3333;10.372;14.3;35.13;12.19
04/08/2019 15:00;13.625;10.468;13.6;35.21;12.27
04/08/2019 15:20;14.3333;10.352;15.6;35.23;11.97
04/08/2019 16:30;14.0;10.883;17.0;34.77;12.22
04/08/2019 16:40;14.1;10.946;19.1111;34.2;11.92
04/08/2019 16:50;14.2;11.464;18.8;34.29;12.42
04/08/2019 17:00;14.0;13.379;21.0;34.07;15.96
04/08/2019 17:10;19.8;17.4;24.8;33.55;20.15
04/08/2019 17:20;23.3;21.949;26.1;32.77;24.05
04/08/2019 17:30;25.6;21.903;27.9;32.5;24.27
04/08/2019 17:40;26.5;21.96;29.8;32.15;25.14
04/08/2019 17:50;27.1;26.87;32.1;32.22;25.31
04/08/2019 18:00;28.4;29.361;34.8;31.6;25.28
04/08/2019 18:10;29.2;33.986;35.9;31.11;27.31
04/08/2019 18:20;30.6;38.403;36.5;30.92;28.06
04/08/2019 18:30;31.4;38.666;38.1;30.13;29.76
04/08/2019 18:40;34.0;37.312;38.9;29.63;30.8
04/08/2019 18:50;39.8;38.274;41.0;28.85;31.73
04/08/2019 19:00;40.0;40.316;42.9;28.08;32.87
04/08/2019 19:10;41.5;42.6;39.3;27.0;34.88
04/08/2019 19:20;40.0;47.116;36.7;26.19;36.79
04/08/2019 19:30;38.8;49.408;36.9;24.72;40.03
04/08/2019 19:40;36.0;51.173;39.4;24.12;41.48
04/08/2019 19:50;37.8;51.959;42.8;23.39;43.54
04/08/2019 20:00;40.6;52.637;44.7;22.83;46.78
04/08/2019 20:10;43.5;54.767;46.4;22.01;47.9
04/08/2019 20:20;47.5;54.965;48.6;21.58;48.29
04/08/2019 20:30;48.6;56.18;50.3;20.83;48.92
04/08/2019 20:40;54.4;57.277;50.6;20.46;50.76
04/08/2019 20:50;54.4;57.908;52.6;20.23;53.52
04/08/2019 21:00;56.8;60.633;55.3;19.93;56.05
04/08/2019 21:10;57.0;61.404;58.1;19.83;59.78
04/08/2019 21:20;57.5;61.903;60.5;19.61;63.05
04/08/2019 21:30;59.6;63.055;63.1;19.61;62.13
04/08/2019 21:40;59.0;64.207;63.9;19.12;65.2
04/08/2019 21:50;61.1;66.086;65.6;18.92;67.27
04/08/2019 22:00;61.9;68.14;67.0;19.01;66.91
04/08/2019 22:10;62.5;66.959;65.1;18.97;68.18
04/08/2019 22:20;63.4;68.7222;67.6;18.92;67.82
04/08/2019 22:30;63.4;68.4156;69.5;18.77;67.92
04/08/2019 22:40;62.8;69.9663;70.0;18.52;68.65
04/08/2019 22:50;64.4;70.2262;70.0;18.54;67.88
04/08/2019 23:00;65.5;71.6711;70.4;18.24;68.23
04/08/2019 23:10;66.1;71.1744;70.1;17.97;69.36
04/08/2019 23:20;66.6;70.0578;70.5;17.76;70.22
04/08/2019 23:30;67.9;69.7775;72.4;17.5;70.78
04/08/2019 23:40;68.0;71.1437;73.6;17.13;72.19
04/08/2019 23:50;69.0;71.883;74.2;17.11;72.15
05/08/2019 00:00;69.6;72.18;74.9;16.76;73.27
05/08/2019 00:10;70.1;73.217;75.4;16.52;73.97
05/08/2019 00:20;71.4;73.517;76.4;16.14;74.79
05/08/2019 00:30;71.5;75.249;77.7;16.06;75.78
05/08/2019 00:40;71.9;75.173;78.0;15.83;75.9
05/08/2019 00:50;71.7;76.418;79.3;15.6;76.91
05/08/2019 01:00;70.8;76.836;80.0;15.44;77.23
05/08/2019 01:10;70.3;76.51;80.0;15.34;77.59
05/08/2019 01:20;71.8;76.8213;80.4;15.05;77.63
05/08/2019 01:30;71.7;76.7667;81.3;14.9;78.39
05/08/2019 01:40;71.8;77.969;82.0;14.81;78.79
05/08/2019 01:50;71.9;77.588;81.3;14.64;79.18
05/08/2019 02:00;72.3;78.873;80.8;14.62;78.62
05/08/2019 02:10;72.2;79.835;81.1;14.43;79.22
05/08/2019 02:20;72.6;79.153;81.0;14.4;79.73
05/08/2019 02:30;74.3;80.692;80.7;14.29;79.17
05/08/2019 02:40;75.1;81.083;80.7;14.15;79.63
05/08/2019 02:50;76.2;80.016;80.9;13.96;80.6
05/08/2019 03:00;76.5;81.255;81.5;14.06;79.85
05/08/2019 03:10;77.4;82.078;81.0;13.88;80.2
05/08/2019 03:20;78.4;82.22;81.0;13.88;80.4
05/08/2019 03:30;79.0;82.671;80.7;13.89;80.5
05/08/2019 03:40;79.1;82.406;80.5;13.77;80.7
05/08/2019 03:50;79.3;81.788;80.0;13.71;81.0
05/08/2019 04:00;79.7;82.29;80.375;13.58;81.4
05/08/2019 04:10;80.4;82.712;81.5556;13.45;81.9
05/08/2019 04:20;82.0;82.692;83.0;13.38;82.3
05/08/2019 04:30;83.3;84.278;83.2222;13.3;82.5
05/08/2019 04:40;82.0;84.737;83.1;13.31;82.7
05/08/2019 04:50;82.9;84.627;83.0;13.38;83.0
05/08/2019 05:00;82.9;84.757;83.0;13.65;82.7
05/08/2019 05:10;82.2;84.469;82.4444;14.02;80.7
05/08/2019 05:20;83.3;84.41;81.5;14.52;80.2
05/08/2019 05:30;83.2;84.02;81.1;15.35;78.06
05/08/2019 05:40;81.0;82.362;79.8571;16.2;74.33
05/08/2019 05:50;77.1;81.08;80.7778;17.28;69.76
05/08/2019 06:00;74.3;80.059;81.375;17.29;69.96
05/08/2019 06:10;73.6;78.953;80.6667;18.31;68.19
05/08/2019 06:20;71.7;76.189;76.125;18.57;66.19
05/08/2019 06:30;69.6;73.049;72.125;19.52;64.22
05/08/2019 06:40;68.5;70.178;70.3333;19.76;63.07
05/08/2019 06:50;66.8;68.671;66.625;20.74;59.38
05/08/2019 07:00;67.0;67.739;62.875;21.52;57.53
05/08/2019 07:10;66.0;66.309;61.6667;21.56;57.47
05/08/2019 07:20;65.2;63.703;61.5;21.91;56.68
05/08/2019 07:30;64.1;59.824;59.3;22.13;56.42
05/08/2019 07:40;62.8;56.36;57.9;22.02;57.33
05/08/2019 07:50;62.0;50.684;55.8;22.6;55.74
05/08/2019 08:00;59.5;44.385;53.7;22.95;55.27
05/08/2019 08:10;58.0;42.657;51.9;23.7;52.42
05/08/2019 08:20;56.0;42.135;50.8;24.44;49.61
05/08/2019 08:30;53.7;41.794;48.2;25.07;48.41
05/08/2019 08:40;50.8;41.61;47.5;25.83;46.38
05/08/2019 08:50;48.2;38.649;46.7;27.01;42.61
05/08/2019 09:00;45.6;35.657;44.8;28.67;38.6
05/08/2019 09:10;43.2;33.859;45.2;29.59;34.49
05/08/2019 09:20;41.1;32.395;44.1;29.7;33.34
05/08/2019 09:30;39.7;31.801;41.7;29.84;32.6
05/08/2019 09:40;39.4;30.777;40.8;30.21;31.16
05/08/2019 09:50;39.2;29.406;39.8;30.33;30.23
05/08/2019 10:00;37.9;27.433;37.5;30.8;30.22
05/08/2019 10:10;35.2;26.515;36.2;31.15;27.16
05/08/2019 10:20;34.8;24.682;34.8;31.56;26.54
05/08/2019 10:30;33.5;23.979;33.8;31.63;25.69
05/08/2019 10:40;32.7;24.008;34.0;32.02;24.89
05/08/2019 10:50;31.4;23.386;32.7;32.49;22.94
05/08/2019 11:00;29.8;23.387;29.9;32.49;21.58
05/08/2019 11:10;29.0;22.79;26.5;32.92;23.15
05/08/2019 11:20;28.3;21.452;24.5;33.86;20.38
05/08/2019 11:30;26.9;21.043;23.6;33.64;18.94
05/08/2019 11:40;24.5;20.675;21.5;33.25;20.73
05/08/2019 11:50;22.9;20.454;22.9;33.84;21.46
05/08/2019 12:00;20.0;20.292;24.2;33.81;22.44
05/08/2019 12:10;22.7;20.101;24.6;34.06;22.27
05/08/2019 12:20;23.2;19.605;24.4;34.04;22.3
05/08/2019 12:30;22.9;19.866;25.0;34.76;21.4
05/08/2019 12:40;23.0;19.691;25.2;34.69;21.23
05/08/2019 12:50;23.0;19.628;24.1;34.74;21.5
05/08/2019 13:00;23.0;18.412;24.6;34.9;20.78
05/08/2019 13:10;23.0;18.316;26.1;35.09;19.73
05/08/2019 13:20;23.0;18.929;23.7;35.65;19.59
05/08/2019 13:30;23.0;18.822;24.8;35.04;20.45
05/08/2019 13:40;23.4;19.26;24.7;35.64;22.57
05/08/2019 13:50;24.0;20.47;24.4;35.55;22.79
05/08/2019 14:00;24.3;21.944;24.5;34.94;23.74
05/08/2019 14:10;25.4;22.4813;26.4;35.28;25.16
05/08/2019 14:20;27.1;24.2622;27.9;35.32;26.92
05/08/2019 14:30;28.6;25.7544;29.1;34.72;28.87
05/08/2019 14:40;29.6;27.345;30.1;34.58;29.68
05/08/2019 14:50;30.2;28.72;31.5;33.86;31.6
05/08/2019 15:00;32.4;29.82;32.8;33.68;32.43
05/08/2019 15:10;33.4;30.515;33.6;33.42;33.15
05/08/2019 15:20;33.9;30.9211;34.4;33.57;33.21
05/08/2019 15:30;34.1;31.28;34.5;33.22;33.66
05/08/2019 15:40;34.1;31.517;34.4;33.3;32.92
05/08/2019 15:50;34.0;31.507;34.6;32.73;33.12
05/08/2019 16:00;34.1;31.207;34.2;32.61;33.41
05/08/2019 16:10;34.0;31.638;35.0;32.14;34.08
05/08/2019 16:20;34.8;32.238;35.0;32.3;33.4
05/08/2019 16:30;35.0;31.951;35.0;32.09;32.99
05/08/2019 16:40;35.0;31.277;35.5;31.9;33.08
05/08/2019 16:50;35.0;31.455;36.2;31.8;33.12
05/08/2019 17:00;35.0;31.954;36.8;31.56;33.17
05/08/2019 17:10;35.3;32.301;37.0;31.53;33.14
05/08/2019 17:20;35.1;32.637;37.8;30.89;34.43
05/08/2019 17:30;36.3;33.674;38.8;30.16;36.2
05/08/2019 17:40;38.3;35.113;40.5;29.51;38.04
05/08/2019 17:50;39.6;36.893;41.8;29.03;39.63
05/08/2019 18:00;41.6;38.563;43.5;28.45;41.33
05/08/2019 18:10;43.3;40.287;44.0;27.81;42.02
05/08/2019 18:20;44.0;41.512;44.0;27.52;42.09
05/08/2019 18:30;44.2;41.773;44.9;27.19;42.36
05/08/2019 18:40;45.3;42.273;45.6;26.78;43.21
05/08/2019 18:50;46.0;43.12;46.0;26.5;43.7
05/08/2019 19:00;46.7;43.779;47.0;26.21;44.51
05/08/2019 19:10;48.3;44.314;47.9;25.97;44.5
05/08/2019 19:20;49.1;44.53;47.6;25.76;44.52
05/08/2019 19:30;50.0;45.074;48.6;25.54;44.29
05/08/2019 19:40;51.3;45.608;50.0;25.28;45.83
05/08/2019 19:50;52.6;46.268;51.0;25.06;46.99
05/08/2019 20:00;54.0;47.767;52.9;24.57;48.52
05/08/2019 20:10;54.3;50.754;55.0;24.19;50.09
05/08/2019 20:20;55.5;53.888;56.5;23.69;51.56
05/08/2019 20:30;56.2;55.108;57.9;22.65;54.94
05/08/2019 20:40;56.6;56.9678;58.7;22.13;56.59
05/08/2019 20:50;57.4;58.8289;59.5;21.52;58.61
05/08/2019 21:00;57.3;60.0125;61.0;21.14;59.97
05/08/2019 21:10;57.5;60.4775;62.3;21.04;59.12
05/08/2019 21:20;58.8;62.4375;63.0;20.58;61.25
05/08/2019 21:30;59.9;63.377;64.2;20.65;60.41
05/08/2019 21:40;60.7;64.398;64.9;20.21;61.97
05/08/2019 21:50;61.7;65.376;65.7;19.97;62.79
05/08/2019 22:00;63.3;66.073;64.0;19.79;63.14
05/08/2019 22:10;64.1;66.723;63.6;19.48;64.21
05/08/2019 22:20;64.7;67.786;64.0;19.3;65.03
05/08/2019 22:30;65.4;67.639;64.8;19.18;65.7
05/08/2019 22:40;66.1;68.469;66.0;18.97;66.43
05/08/2019 22:50;67.6;69.063;66.4;18.76;67.82
05/08/2019 23:00;68.4;70.036;67.3;18.59;68.52
05/08/2019 23:10;67.8;70.91;69.1;18.32;69.14
05/08/2019 23:20;68.5;69.858;70.9;17.97;70.53
05/08/2019 23:30;70.4;71.381;72.6;17.89;71.76
05/08/2019 23:40;71.0;72.063;73.1;17.77;71.63
05/08/2019 23:50;71.1;74.114;74.5;17.71;73.04
06/08/2019 00:00;72.5;75.936;75.2;17.53;73.36
06/08/2019 00:10;72.4;75.442;75.0;17.41;74.25
06/08/2019 00:20;74.1;74.346;75.5;17.07;75.3
06/08/2019 00:30;74.5;77.105;76.9;17.11;74.38
06/08/2019 00:40;74.6;78.241;77.0;16.92;75.61
06/08/2019 00:50;75.0;77.97;77.1;16.83;76.19
06/08/2019 01:00;75.2;77.884;78.0;16.61;77.33
06/08/2019 01:10;75.6;76.477;77.8;16.43;77.93
06/08/2019 01:20;75.9;77.458;78.2;16.32;77.86
06/08/2019 01:30;77.4;78.134;79.5556;16.07;78.59
06/08/2019 01:40;77.7;80.166;81.0;15.9;79.15
06/08/2019 01:50;77.5;79.883;81.0;15.73;79.61
06/08/2019 02:00;76.9;79.834;82.1111;15.64;80.4
